"Type","Level","Offset","Size","Field Type","Field Name","Elt Type","Comment"
"item_type","1","","","enum-item","WEAPONRACK","33","Weapon racks."
"item_type","1","","","enum-item","CABINET","34","Cabinets."
"item_type","1","","","enum-item","FIGURINE","35","Figurines."
"item_type","1","","","enum-item","AMULET","36","Amulets."
"item_type","1","","","enum-item","SCEPTER","37","Scepters."
"item_type","1","","","enum-item","AMMO","38","Ammunition for hand-held weapons."
"item_type","1","","","enum-item","CROWN","39","Crowns."
"item_type","1","","","enum-item","RING","40","Rings."
"item_type","1","","","enum-item","EARRING","41","Earrings."
"item_type","1","","","enum-item","BRACELET","42","Bracelets."
"item_type","1","","","enum-item","GEM","43","Large gems."
"item_type","1","","","enum-item","ANVIL","44","Anvils."
"item_type","1","","","enum-item","CORPSEPIECE","45","Body parts. Does not have a material."
"item_type","1","","","enum-item","REMAINS","46","Dead vermin bodies. Material is CREATURE_ID:CASTE."
"item_type","1","","","enum-item","MEAT","47","Butchered meat."
"item_type","1","","","enum-item","FISH","48","Prepared fish. Material is CREATURE_ID:CASTE."
"item_type","1","","","enum-item","FISH_RAW","49","Unprepared fish. Material is CREATURE_ID:CASTE."
"item_type","1","","","enum-item","VERMIN","50","Live vermin. Material is CREATURE_ID:CASTE."
"item_type","1","","","enum-item","PET","51","Tame vermin. Material is CREATURE_ID:CASTE."
"item_type","1","","","enum-item","SEEDS","52","Seeds from plants."
"item_type","1","","","enum-item","PLANT","53","Plants."
"item_type","1","","","enum-item","SKIN_TANNED","54","Tanned skins."
"item_type","1","","","enum-item","LEAVES","55","Leaves, usually from quarry bushes."
"item_type","1","","","enum-item","THREAD","56","Thread gathered from webs or made at the farmers workshop."
"item_type","1","","","enum-item","CLOTH","57","Cloth made at the loom."
"item_type","1","","","enum-item","TOTEM","58","Skull totems."
"item_type","1","","","enum-item","PANTS","59","Armor and clothing worn on the legs."
"item_type","1","","","enum-item","BACKPACK","60","Backpacks."
"item_type","1","","","enum-item","QUIVER","61","Quivers."
"item_type","1","","","enum-item","CATAPULTPARTS","62","Catapult parts."
"item_type","1","","","enum-item","BALLISTAPARTS","63","Ballista parts."
"item_type","1","","","enum-item","SIEGEAMMO","64","Siege engine ammunition."
"item_type","1","","","enum-item","BALLISTAARROWHEAD","65","Ballista arrow heads."
"item_type","1","","","enum-item","TRAPPARTS","66","Mechanisms."
"item_type","1","","","enum-item","TRAPCOMP","67","Trap components."
"item_type","1","","","enum-item","DRINK","68","Alcoholic drinks."
"item_type","1","","","enum-item","POWDER_MISC","69","Powders such as flour, gypsum plaster, dye, or sand."
"item_type","1","","","enum-item","CHEESE","70","Pieces of cheese."
"item_type","1","","","enum-item","FOOD","71","Prepared meals. Subtypes come from item_food.txt"
"item_type","1","","","enum-item","LIQUID_MISC","72","Liquids such as water, lye, and extracts."
"item_type","1","","","enum-item","COIN","73","Coins."
"item_type","1","","","enum-item","GLOB","74","Fat, tallow, pastes/pressed objects, and small bits of molten rock/metal."
"item_type","1","","","enum-item","ROCK","75","Small rocks (usually sharpened and/or thrown in adventurer mode)"
"item_type","1","","","enum-item","PIPE_SECTION","76","Pipe sections."
"item_type","1","","","enum-item","HATCH_COVER","77","Hatch covers."
"item_type","1","","","enum-item","GRATE","78","Grates."
"item_type","1","","","enum-item","QUERN","79","Querns."
"item_type","1","","","enum-item","MILLSTONE","80","Millstones."
"item_type","1","","","enum-item","SPLINT","81","Splints."
"item_type","1","","","enum-item","CRUTCH","82","Crutches."
"item_type","1","","","enum-item","TRACTION_BENCH","83","Traction benches."
"item_type","1","","","enum-item","ORTHOPEDIC_CAST","84","Casts"
"item_type","1","","","enum-item","TOOL","85","Tools."
"item_type","1","","","enum-item","SLAB","86","Slabs."
"item_type","1","","","enum-item","EGG","87","Eggs. Material is CREATURE_ID:CASTE."
"item_verminst","0","0x0","0x90","class-type","item_verminst","",""
"item_verminst","1","0x0","0x90","item_critter","","",""
"item_weaponrackst","0","0x0","0xac","class-type","item_weaponrackst","",""
"item_weaponrackst","1","0x0","0xac","item_constructed","","",""
"item_weaponst","0","0x0","0xb4","class-type","item_weaponst","",""
"item_weaponst","1","0x0","0xac","item_constructed","","",""
"item_weaponst","1","0xac","0x4","pointer","subtype","itemdef_weaponst",""
"item_weaponst","1","0xb0","0x4","int32_t","sharpness","",""
"item_windowst","0","0x0","0xac","class-type","item_windowst","",""
"item_windowst","1","0x0","0xac","item_constructed","","",""
"item_woodst","0","0x0","0x8c","class-type","item_woodst","",""
"item_woodst","1","0x0","0x84","item_actual","","",""
"item_woodst","1","0x84","0x2","int16_t","mat_type","",""
"item_woodst","1","0x88","0x4","int32_t","mat_index","",""
"itemdef","0","0x0","0x24","class-type","itemdef","",""
"itemdef","1","0x0","0x4","pointer","_vtable","vtable",""
"itemdef","1","0x4","0x1c","stl-string","id","",""
"itemdef","1","0x20","0x2","int16_t","subtype","",""
"itemdef_ammost","0","0x0","0x98","class-type","itemdef_ammost","",""
"itemdef_ammost","1","0x0","0x24","itemdef","","",""
"itemdef_ammost","1","0x24","0x1c","stl-string","name","",""
"itemdef_ammost","1","0x40","0x1c","stl-string","name_plural","",""
"itemdef_ammost","1","0x5c","0x1c","stl-string","ammo_class","",""
"itemdef_ammost","1","0x78","0x8","df-flagarray","flags","flag-bit",""
"itemdef_ammost","1","0x80","0x4","int32_t","size","","divided by 10"
"itemdef_ammost","1","0x84","0x4","int32_t","unk_84","",""
"itemdef_ammost","1","0x88","0x10","stl-vector","attacks","padding*",""
"itemdef_armorst","0","0x0","0xc0","class-type","itemdef_armorst","",""
"itemdef_armorst","1","0x0","0x24","itemdef","","",""
"itemdef_armorst","1","0x24","0x1c","stl-string","name","",""
"itemdef_armorst","1","0x40","0x1c","stl-string","name_plural","",""
"itemdef_armorst","1","0x5c","0x1c","stl-string","name_preplural","",""
"itemdef_armorst","1","0x78","0x1c","stl-string","material_placeholder","",""
"itemdef_armorst","1","0x94","0x4","int32_t","value","",""
"itemdef_armorst","1","0x98","0x1","int8_t","armorlevel","",""
"itemdef_armorst","1","0x9a","0x2","int16_t","ubstep","",""
"itemdef_armorst","1","0x9c","0x2","int16_t","lbstep","",""
"itemdef_armorst","1","0xa0","0x4","int32_t","material_size","",""
"itemdef_armorst","1","0xa4","0x14","armor_properties","props","",""
"itemdef_armorst","1","0xb8","0x8","df-flagarray","flags","flag-bit",""
"itemdef_foodst","0","0x0","0x44","class-type","itemdef_foodst","",""
"itemdef_foodst","1","0x0","0x24","itemdef","","",""
"itemdef_foodst","1","0x24","0x1c","stl-string","name","",""
"itemdef_foodst","1","0x40","0x2","int16_t","level","",""
"itemdef_glovesst","0","0x0","0x84","class-type","itemdef_glovesst","",""
"itemdef_glovesst","1","0x0","0x24","itemdef","","",""
"itemdef_glovesst","1","0x24","0x1c","stl-string","name","",""
"itemdef_glovesst","1","0x40","0x1c","stl-string","name_plural","",""
"itemdef_glovesst","1","0x5c","0x4","int32_t","value","",""
"itemdef_glovesst","1","0x60","0x1","int8_t","armorlevel","",""
"itemdef_glovesst","1","0x62","0x2","int16_t","ubstep","",""
"itemdef_glovesst","1","0x64","0x8","df-flagarray","flags","flag-bit",""
"itemdef_glovesst","1","0x6c","0x4","int32_t","material_size","",""
"itemdef_glovesst","1","0x70","0x14","armor_properties","props","",""
"itemdef_helmst","0","0x0","0x84","class-type","itemdef_helmst","",""
"itemdef_helmst","1","0x0","0x24","itemdef","","",""
"itemdef_helmst","1","0x24","0x1c","stl-string","name","",""
"itemdef_helmst","1","0x40","0x1c","stl-string","name_plural","",""
"itemdef_helmst","1","0x5c","0x4","int32_t","value","",""
"itemdef_helmst","1","0x60","0x1","int8_t","armorlevel","",""
"itemdef_helmst","1","0x64","0x8","df-flagarray","flags","flag-bit",""
"itemdef_helmst","1","0x6c","0x4","int32_t","material_size","",""
"itemdef_helmst","1","0x70","0x14","armor_properties","props","",""
"itemdef_instrumentst","0","0x0","0x64","class-type","itemdef_instrumentst","",""
"itemdef_instrumentst","1","0x0","0x24","itemdef","","",""
"itemdef_instrumentst","1","0x24","0x1c","stl-string","name","",""
"itemdef_instrumentst","1","0x40","0x1c","stl-string","name_plural","",""
"itemdef_instrumentst","1","0x5c","0x8","df-flagarray","flags","flag-bit",""
"itemdef_pantsst","0","0x0","0xc0","class-type","itemdef_pantsst","",""
"itemdef_pantsst","1","0x0","0x24","itemdef","","",""
"itemdef_pantsst","1","0x24","0x1c","stl-string","name","",""
"itemdef_pantsst","1","0x40","0x1c","stl-string","name_plural","",""
"itemdef_pantsst","1","0x5c","0x1c","stl-string","name_preplural","",""
"itemdef_pantsst","1","0x78","0x1c","stl-string","material_placeholder","",""
"itemdef_pantsst","1","0x94","0x4","int32_t","value","",""
"itemdef_pantsst","1","0x98","0x1","int8_t","armorlevel","",""
"itemdef_pantsst","1","0x9c","0x8","df-flagarray","flags","flag-bit",""
"itemdef_pantsst","1","0xa4","0x4","int32_t","material_size","",""
"itemdef_pantsst","1","0xa8","0x2","int16_t","lbstep","",""
"itemdef_pantsst","1","0xac","0x14","armor_properties","props","",""
"itemdef_shieldst","0","0x0","0x6c","class-type","itemdef_shieldst","",""
"itemdef_shieldst","1","0x0","0x24","itemdef","","",""
"itemdef_shieldst","1","0x24","0x1c","stl-string","name","",""
"itemdef_shieldst","1","0x40","0x1c","stl-string","name_plural","",""
"itemdef_shieldst","1","0x5c","0x4","int32_t","value","",""
"itemdef_shieldst","1","0x60","0x4","int32_t","blockchance","",""
"itemdef_shieldst","1","0x64","0x1","int8_t","armorlevel","",""
"itemdef_shieldst","1","0x66","0x2","int16_t","ubstep","",""
"itemdef_shieldst","1","0x68","0x4","int32_t","material_size","",""
"itemdef_shoesst","0","0x0","0x84","class-type","itemdef_shoesst","",""
"itemdef_shoesst","1","0x0","0x24","itemdef","","",""
"itemdef_shoesst","1","0x24","0x1c","stl-string","name","",""
"itemdef_shoesst","1","0x40","0x1c","stl-string","name_plural","",""
"itemdef_shoesst","1","0x5c","0x4","int32_t","value","",""
"itemdef_shoesst","1","0x60","0x1","int8_t","armorlevel","",""
"itemdef_shoesst","1","0x62","0x2","int16_t","ubstep","",""
"itemdef_shoesst","1","0x64","0x8","df-flagarray","flags","flag-bit",""
"itemdef_shoesst","1","0x6c","0x4","int32_t","material_size","",""
"itemdef_shoesst","1","0x70","0x14","armor_properties","props","",""
"itemdef_siegeammost","0","0x0","0x78","class-type","itemdef_siegeammost","",""
"itemdef_siegeammost","1","0x0","0x24","itemdef","","",""
"itemdef_siegeammost","1","0x24","0x1c","stl-string","name","",""
"itemdef_siegeammost","1","0x40","0x1c","stl-string","name_plural","",""
"itemdef_siegeammost","1","0x5c","0x1c","stl-string","ammo_class","",""
"itemdef_toolst","0","0x0","0xe4","class-type","itemdef_toolst","",""
"itemdef_toolst","1","0x0","0x24","itemdef","","",""
"itemdef_toolst","1","0x24","0x1c","stl-string","name","",""
"itemdef_toolst","1","0x40","0x1c","stl-string","name_plural","",""
"itemdef_toolst","1","0x5c","0x8","df-flagarray","flags","flag-bit",""
"itemdef_toolst","1","0x64","0x4","int32_t","value","",""
"itemdef_toolst","1","0x68","0x1","uint8_t","tile","",""
"itemdef_toolst","1","0x6c","0x10","stl-vector","tool_use","tool_uses",""
"itemdef_toolst","1","0x7c","0x1c","stl-string","adjective","",""
"itemdef_toolst","1","0x98","0x4","int32_t","size","",""
"itemdef_toolst","1","0x9c","0x2","int16_t","skill_melee","",""
"itemdef_toolst","1","0x9e","0x2","int16_t","skill_ranged","",""
"itemdef_toolst","1","0xa0","0x1c","stl-string","ranged_ammo","",""
"itemdef_toolst","1","0xbc","0x4","int32_t","two_handed","",""
"itemdef_toolst","1","0xc0","0x4","int32_t","minimum_size","",""
"itemdef_toolst","1","0xc4","0x4","int32_t","material_size","",""
"itemdef_toolst","1","0xc8","0x10","stl-vector","attacks","padding",""
"itemdef_toolst","1","0xd8","0x4","int32_t","shoot_force","",""
"itemdef_toolst","1","0xdc","0x4","int32_t","shoot_maxvel","",""
"itemdef_toolst","1","0xe0","0x4","int32_t","container_capacity","",""
"itemdef_toyst","0","0x0","0x64","class-type","itemdef_toyst","",""
"itemdef_toyst","1","0x0","0x24","itemdef","","",""
"itemdef_toyst","1","0x24","0x1c","stl-string","name","",""
"itemdef_toyst","1","0x40","0x1c","stl-string","name_plural","",""
"itemdef_toyst","1","0x5c","0x8","df-flagarray","flags","flag-bit",""
"itemdef_trapcompst","0","0x0","0xa0","class-type","itemdef_trapcompst","",""
"itemdef_trapcompst","1","0x0","0x24","itemdef","","",""
"itemdef_trapcompst","1","0x24","0x1c","stl-string","name","",""
"itemdef_trapcompst","1","0x40","0x1c","stl-string","name_plural","",""
"itemdef_trapcompst","1","0x5c","0x1c","stl-string","adjective","",""
"itemdef_trapcompst","1","0x78","0x4","int32_t","size","",""
"itemdef_trapcompst","1","0x7c","0x4","int32_t","unk_7c","",""
"itemdef_trapcompst","1","0x80","0x4","int32_t","hits","",""
"itemdef_trapcompst","1","0x84","0x4","int32_t","material_size","",""
"itemdef_trapcompst","1","0x88","0x8","df-flagarray","flags","flag-bit",""
"itemdef_trapcompst","1","0x90","0x10","stl-vector","attacks","padding*",""
"itemdef_weaponst","0","0x0","0xcc","class-type","itemdef_weaponst","",""
"itemdef_weaponst","1","0x0","0x24","itemdef","","",""
"itemdef_weaponst","1","0x24","0x1c","stl-string","name","",""
"itemdef_weaponst","1","0x40","0x1c","stl-string","name_plural","",""
"itemdef_weaponst","1","0x5c","0x1c","stl-string","adjective","",""
"itemdef_weaponst","1","0x78","0x4","int32_t","size","",""
"itemdef_weaponst","1","0x7c","0x4","int32_t","unk_7c","",""
"itemdef_weaponst","1","0x80","0x2","int16_t","skill_melee","",""
"itemdef_weaponst","1","0x82","0x2","int16_t","skill_ranged","",""
"itemdef_weaponst","1","0x84","0x1c","stl-string","ranged_ammo","",""
"itemdef_weaponst","1","0xa0","0x4","int32_t","two_handed","",""
"itemdef_weaponst","1","0xa4","0x4","int32_t","minimum_size","",""
"itemdef_weaponst","1","0xa8","0x4","int32_t","material_size","",""
"itemdef_weaponst","1","0xac","0x8","df-flagarray","flags","flag-bit",""
"itemdef_weaponst","1","0xb4","0x10","stl-vector","attacks","padding*",""
"itemdef_weaponst","1","0xc4","0x4","int32_t","shoot_force","",""
"itemdef_weaponst","1","0xc8","0x4","int32_t","shoot_maxvel","",""
"itemimprovement","0","0x0","0x20","class-type","itemimprovement","",""
"itemimprovement","1","0x0","0x4","pointer","_vtable","vtable",""
"itemimprovement","1","0x4","0x2","int16_t","mat_type","",""
"itemimprovement","1","0x8","0x4","int32_t","mat_index","",""
"itemimprovement","1","0xc","0x4","int32_t","maker","",""
"itemimprovement","1","0x10","0x4","int32_t","","",""
"itemimprovement","1","0x14","0x2","item_quality","quality","",""
"itemimprovement","1","0x18","0x4","int32_t","skill_rating","","at the moment of creation"
"itemimprovement","1","0x1c","0x4","int32_t","","",""
"itemimprovement_art_imagest","0","0x0","0x28","class-type","itemimprovement_art_imagest","",""
"itemimprovement_art_imagest","1","0x0","0x20","itemimprovement","","",""
"itemimprovement_art_imagest","1","0x20","0x8","art_image_ref","image","",""
"itemimprovement_bandsst","0","0x0","0x20","class-type","itemimprovement_bandsst","",""
"itemimprovement_bandsst","1","0x0","0x20","itemimprovement","","",""
"itemimprovement_clothst","0","0x0","0x20","class-type","itemimprovement_clothst","",""
"itemimprovement_clothst","1","0x0","0x20","itemimprovement","","",""
"itemimprovement_coveredst","0","0x0","0x24","class-type","itemimprovement_coveredst","",""
"itemimprovement_coveredst","1","0x0","0x20","itemimprovement","","",""
"itemimprovement_coveredst","1","0x20","0x4","int32_t","is_glazed","",""
"itemimprovement_itemspecificst","0","0x0","0x24","class-type","itemimprovement_itemspecificst","",""
"itemimprovement_itemspecificst","1","0x0","0x20","itemimprovement","","",""
"itemimprovement_itemspecificst","1","0x20","0x4","int32_t","type","",""
"itemimprovement_rings_hangingst","0","0x0","0x20","class-type","itemimprovement_rings_hangingst","",""
"itemimprovement_rings_hangingst","1","0x0","0x20","itemimprovement","","",""
"itemimprovement_sewn_imagest","0","0x0","0x44","class-type","itemimprovement_sewn_imagest","",""
"itemimprovement_sewn_imagest","1","0x0","0x20","itemimprovement","","",""
"itemimprovement_sewn_imagest","1","0x20","0x8","art_image_ref","image","",""
"itemimprovement_sewn_imagest","1","0x28","0x8","compound","cloth","",""
"itemimprovement_sewn_imagest","2","0x28","0x4","int32_t","cloth.unit_id","",""
"itemimprovement_sewn_imagest","2","0x2c","0x2","int16_t","cloth.quality","",""
"itemimprovement_sewn_imagest","2","0x2e","0x2","int16_t","cloth","",""
"itemimprovement_sewn_imagest","1","0x30","0x14","dye_info","dye","",""
"itemimprovement_spikesst","0","0x0","0x20","class-type","itemimprovement_spikesst","",""
"itemimprovement_spikesst","1","0x0","0x20","itemimprovement","","",""
"itemimprovement_threadst","0","0x0","0x34","class-type","itemimprovement_threadst","",""
"itemimprovement_threadst","1","0x0","0x20","itemimprovement","","",""
"itemimprovement_threadst","1","0x20","0x14","dye_info","dye","",""
"items_other_id","0","0x0","0x4","enum-type","items_other_id","",""
"items_other_id","1","","","enum-item","ANY","-1",""
"items_other_id","1","","","enum-item","ANY_FREE","0","not sewn in"
"items_other_id","1","","","enum-item","ANY_ARTIFACT","1",""
"items_other_id","1","","","enum-item","WEAPON","2",""
"items_other_id","1","","","enum-item","ANY_WEAPON","3",""
"items_other_id","1","","","enum-item","ANY_SPIKE","4",""
"items_other_id","1","","","enum-item","ANY_TRUE_ARMOR","5",""
"items_other_id","1","","","enum-item","ANY_ARMOR_HELM","6",""
"items_other_id","1","","","enum-item","ANY_ARMOR_SHOES","7",""
"items_other_id","1","","","enum-item","SHIELD","8",""
"items_other_id","1","","","enum-item","ANY_ARMOR_GLOVES","9",""
"items_other_id","1","","","enum-item","ANY_ARMOR_PANTS","10",""
"items_other_id","1","","","enum-item","QUIVER","11",""
"items_other_id","1","","","enum-item","SPLINT","12",""
"items_other_id","1","","","enum-item","ORTHOPEDIC_CAST","13",""
"items_other_id","1","","","enum-item","CRUTCH","14",""
"items_other_id","1","","","enum-item","BACKPACK","15",""
"items_other_id","1","","","enum-item","AMMO","16",""
"items_other_id","1","","","enum-item","WOOD","17",""
"items_other_id","1","","","enum-item","BOULDER","18",""
"items_other_id","1","","","enum-item","ROCK","19",""
"items_other_id","1","","","enum-item","ANY_REFUSE","20",""
"items_other_id","1","","","enum-item","ANY_GOOD_FOOD","21",""
"items_other_id","1","","","enum-item","ANY_GENERIC22","22",""
"items_other_id","1","","","enum-item","ANY_GENERIC23","23",""
"items_other_id","1","","","enum-item","ANY_GENERIC24","24",""
"items_other_id","1","","","enum-item","ANY_GENERIC25","25",""
"items_other_id","1","","","enum-item","ANY_GENERIC26","26",""
"items_other_id","1","","","enum-item","ANY_GENERIC27","27",""
"items_other_id","1","","","enum-item","ANY_GENERIC28","28",""
"items_other_id","1","","","enum-item","ANY_GENERIC29","29",""
"items_other_id","1","","","enum-item","ANY_GENERIC30","30",""
"items_other_id","1","","","enum-item","ANY_GENERIC31","31",""
"items_other_id","1","","","enum-item","ANY_CAN_ROT","32",""
"items_other_id","1","","","enum-item","ANY_MURDERED","33",""
"items_other_id","1","","","enum-item","ANY_DEAD_DWARF","34",""
"items_other_id","1","","","enum-item","ANY_GENERIC35","35",""
"items_other_id","1","","","enum-item","ANY_GENERIC36","36",""
"items_other_id","1","","","enum-item","ANY_GENERIC37","37",""
"items_other_id","1","","","enum-item","ANY_GENERIC38","38",""
"items_other_id","1","","","enum-item","DOOR","39",""
"items_other_id","1","","","enum-item","FLOODGATE","40",""
"items_other_id","1","","","enum-item","HATCH_COVER","41",""
"items_other_id","1","","","enum-item","GRATE","42",""
"items_other_id","1","","","enum-item","CAGE","43",""
"items_other_id","1","","","enum-item","FLASK","44",""
"items_other_id","1","","","enum-item","WINDOW","45",""
"items_other_id","1","","","enum-item","GOBLET","46",""
"items_other_id","1","","","enum-item","INSTRUMENT","47",""
"items_other_id","1","","","enum-item","TOY","48",""
"items_other_id","1","","","enum-item","TOOL","49",""
"items_other_id","1","","","enum-item","BUCKET","50",""
"items_other_id","1","","","enum-item","BARREL","51",""
"items_other_id","1","","","enum-item","CHAIN","52",""
"items_other_id","1","","","enum-item","ANIMALTRAP","53",""
"items_other_id","1","","","enum-item","BED","54",""
"items_other_id","1","","","enum-item","TRACTION_BENCH","55",""
"items_other_id","1","","","enum-item","CHAIR","56",""
"items_other_id","1","","","enum-item","COFFIN","57",""
"items_other_id","1","","","enum-item","TABLE","58",""
"items_other_id","1","","","enum-item","STATUE","59",""
"items_other_id","1","","","enum-item","SLAB","60",""
"items_other_id","1","","","enum-item","QUERN","61",""
"items_other_id","1","","","enum-item","MILLSTONE","62",""
"items_other_id","1","","","enum-item","BOX","63",""
"items_other_id","1","","","enum-item","BIN","64",""
"items_other_id","1","","","enum-item","ARMORSTAND","65",""
"items_other_id","1","","","enum-item","WEAPONRACK","66",""
"items_other_id","1","","","enum-item","CABINET","67",""
"items_other_id","1","","","enum-item","ANVIL","68",""
"items_other_id","1","","","enum-item","CATAPULTPARTS","69",""
"items_other_id","1","","","enum-item","BALLISTAPARTS","70",""
"items_other_id","1","","","enum-item","SIEGEAMMO","71",""
"items_other_id","1","","","enum-item","TRAPPARTS","72",""
"items_other_id","1","","","enum-item","ANY_WEBS","73",""
"items_other_id","1","","","enum-item","PIPE_SECTION","74",""
"items_other_id","1","","","enum-item","ANY_ITEM_FLAG_800","75",""
"items_other_id","1","","","enum-item","ANY_IN_CONSTRUCTION","76",""
"items_other_id","1","","","enum-item","DRINK","77",""
"items_other_id","1","","","enum-item","ANY_DRINK","78",""
"items_other_id","1","","","enum-item","LIQUID_MISC","79",""
"items_other_id","1","","","enum-item","POWDER_MISC","80",""
"items_other_id","1","","","enum-item","ANY_GENERIC81","81",""
"items_other_id","1","","","enum-item","ANY_GENERIC82","82",""
"items_other_id","1","","","enum-item","VERMIN","83",""
"items_other_id","1","","","enum-item","PET","84",""
"items_other_id","1","","","enum-item","ANY_CRITTER","85",""
"items_other_id","1","","","enum-item","COIN","86",""
"items_other_id","1","","","enum-item","GLOB","87",""
"items_other_id","1","","","enum-item","TRAPCOMP","88",""
"items_other_id","1","","","enum-item","BAR","89",""
"items_other_id","1","","","enum-item","SMALLGEM","90",""
"items_other_id","1","","","enum-item","BLOCKS","91",""
"items_other_id","1","","","enum-item","ROUGH","92",""
"items_other_id","1","","","enum-item","CORPSE","93",""
"items_other_id","1","","","enum-item","FIGURINE","94",""
"items_other_id","1","","","enum-item","AMULET","95",""
"items_other_id","1","","","enum-item","SCEPTER","96",""
"items_other_id","1","","","enum-item","CROWN","97",""
"items_other_id","1","","","enum-item","RING","98",""
"items_other_id","1","","","enum-item","EARRING","99",""
"items_other_id","1","","","enum-item","BRACELET","100",""
"items_other_id","1","","","enum-item","GEM","101",""
"items_other_id","1","","","enum-item","CORPSEPIECE","102",""
"items_other_id","1","","","enum-item","REMAINS","103",""
"items_other_id","1","","","enum-item","MEAT","104",""
"items_other_id","1","","","enum-item","FISH","105",""
"items_other_id","1","","","enum-item","FISH_RAW","106",""
"items_other_id","1","","","enum-item","EGG","107",""
"items_other_id","1","","","enum-item","SEEDS","108",""
"items_other_id","1","","","enum-item","PLANT","109",""
"items_other_id","1","","","enum-item","SKIN_TANNED","110",""
"items_other_id","1","","","enum-item","LEAVES","111",""
"items_other_id","1","","","enum-item","THREAD","112",""
"items_other_id","1","","","enum-item","CLOTH","113",""
"items_other_id","1","","","enum-item","TOTEM","114",""
"items_other_id","1","","","enum-item","PANTS","115",""
"items_other_id","1","","","enum-item","CHEESE","116",""
"items_other_id","1","","","enum-item","FOOD","117",""
"items_other_id","1","","","enum-item","BALLISTAARROWHEAD","118",""
"items_other_id","1","","","enum-item","ARMOR","119",""
"items_other_id","1","","","enum-item","SHOES","120",""
"items_other_id","1","","","enum-item","HELM","121",""
"items_other_id","1","","","enum-item","GLOVES","122",""
"items_other_id","1","","","enum-item","ANY_GENERIC123","123",""
"items_other_id","1","","","enum-item","FOOD_STORAGE","124",""
"items_other_id","1","","","enum-item","UNKNOWN_125","125",""
"items_other_id","1","","","enum-item","UNKNOWN_126","126",""
"items_other_id","1","","","enum-item","BAD","127",""
"job","0","0x0","0xa4","struct-type","job","",""
"job","1","0x0","0x4","int32_t","id","",""
"job","1","0x4","0x4","pointer","list_link","job_list_link",""
"job","1","0x8","0x2","job_type","job_type","",""
"job","1","0xc","0x4","int32_t","unk2","",""
"job","1","0x10","0x6","coord","pos","",""
"job","1","0x18","0x4","int32_t","completion_timer","","-1 per 10 frames"
"job","1","0x1c","0x2","uint16_t","unk4a","",""
"job","1","0x1e","0x2","uint16_t","unk4b","",""
"job","1","0x20","0x4","job_flags","flags","",""
"job","1","0x24","0x2","int16_t","mat_type","",""
"job","1","0x28","0x4","int32_t","mat_index","",""
"job","1","0x2c","0x2","int16_t","unk5","",""
"job","1","0x2e","0x2","int16_t","unk6","",""
"job","1","0x30","0x2","int16_t","item_subtype","",""
"job","1","0x34","0x4","job_item_category","item_category","",""
"job","1","0x38","0x4","int32_t","hist_figure_id","",""
"job","1","0x3c","0x4","job_material_category","material_category","",""
"job","1","0x40","0x1c","stl-string","reaction_name","",""
"job","1","0x5c","0x4","int32_t","unk9","",""
"job","1","0x60","0x4","int32_t","unk10","",""
"job","1","0x64","0x10","stl-vector","items","job_item_ref*",""
"job","1","0x74","0x10","stl-vector","misc_links","job::anon2*",""
"job::anon2","0","0x0","0x8","compound","","",""
"job::anon2","1","0x0","0x4","int32_t","id","",""
"job::anon2","1","0x4","0x4","pointer","ptr","padding",""
"job","1","0x84","0x10","stl-vector","references","general_ref*",""
"job","1","0x94","0x10","stl-vector","job_items","job_item*",""
"job_flags","0","0x0","0x4","bitfield-type","job_flags","",""
"job_flags","1","0x0","0x0.1","flag-bit","repeat","",""
"job_flags","1","0x0.1","0x0.1","flag-bit","suspend","",""
"job_flags","1","0x0.2","0x0.1","flag-bit","working","","not for food, or store in sp"
"job_flags","1","0x0.3","0x0.1","flag-bit","fetching","","Actually going out to bring; corresponds to items->is_fetching"
"job_flags","1","0x0.4","0x0.1","flag-bit","special","","Sleep/Drink/Eat/Clean; cannot be aborted via the ui"
"job_flags","1","0x0.5","0x0.1","flag-bit","bringing","","When actually carrying non-last item to the workshop.                If last, 'working' is used instead.            "
"job_flags","1","0x0.6","0x0.1","flag-bit","","",""
"job_flags","1","0x0.7","0x0.1","flag-bit","","",""
"job_flags","1","0x1","0x0.1","flag-bit","","",""
"job_flags","1","0x1.1","0x0.1","flag-bit","by_manager","",""
"job_flags","1","0x1.2","0x0.1","flag-bit","","",""
"job_flags","1","0x1.3","0x0.1","flag-bit","","",""
"job_flags","1","0x1.4","0x0.1","flag-bit","","",""
"job_flags","1","0x1.5","0x0.1","flag-bit","","",""
"job_item","0","0x0","0x84","struct-type","job_item","",""
"job_item","1","0x0","0x2","item_type","item_type","",""
"job_item","1","0x2","0x2","int16_t","item_subtype","",""
"job_item","1","0x4","0x2","int16_t","mat_type","",""
"job_item","1","0x8","0x4","int32_t","mat_index","",""
"job_item","1","0xc","0x4","job_item_flags1","flags1","",""
"job_item","1","0x10","0x4","int32_t","quantity","",""
"job_item","1","0x14","0x2","job_item_vector_id","vector_id","",""
"job_item","1","0x18","0x4","job_item_flags2","flags2","",""
"job_item","1","0x1c","0x4","job_item_flags3","flags3","",""
"job_item","1","0x20","0x4","int32_t","unk2","",""
"job_item","1","0x24","0x4","int32_t","unk3","",""
"job_item","1","0x28","0x4","int32_t","metal_ore","",""
"job_item","1","0x2c","0x1c","stl-string","reaction_class","",""
"job_item","1","0x48","0x1c","stl-string","has_material_reaction_product","",""
