"Global","Level","Address","Size","Field Type","Field Name","Elt Type","Comment"
"world","7","0x96b8ee8","0xc","stl-vector","world.raws.language.word_table[0][2].parts[1]","part_of_speech",""
"world","7","0x96b8ef4","0xc","stl-vector","world.raws.language.word_table[0][2].parts[2]","part_of_speech",""
"world","7","0x96b8f00","0xc","stl-vector","world.raws.language.word_table[0][2].parts[3]","part_of_speech",""
"world","7","0x96b8f0c","0xc","stl-vector","world.raws.language.word_table[0][2].parts[4]","part_of_speech",""
"world","7","0x96b8f18","0xc","stl-vector","world.raws.language.word_table[0][2].parts[5]","part_of_speech",""
"world","6","0x96b8f24","0x48","static-array","world.raws.language.word_table[0][3].words","world::anon24",""
"world","7","0x96b8f24","0xc","stl-vector","world.raws.language.word_table[0][3].words[0]","int32_t",""
"world","7","0x96b8f30","0xc","stl-vector","world.raws.language.word_table[0][3].words[1]","int32_t",""
"world","7","0x96b8f3c","0xc","stl-vector","world.raws.language.word_table[0][3].words[2]","int32_t",""
"world","7","0x96b8f48","0xc","stl-vector","world.raws.language.word_table[0][3].words[3]","int32_t",""
"world","7","0x96b8f54","0xc","stl-vector","world.raws.language.word_table[0][3].words[4]","int32_t",""
"world","7","0x96b8f60","0xc","stl-vector","world.raws.language.word_table[0][3].words[5]","int32_t",""
"world","6","0x96b8f6c","0x48","static-array","world.raws.language.word_table[0][3].parts","world::anon25",""
"world","7","0x96b8f6c","0xc","stl-vector","world.raws.language.word_table[0][3].parts[0]","part_of_speech",""
"world","7","0x96b8f78","0xc","stl-vector","world.raws.language.word_table[0][3].parts[1]","part_of_speech",""
"world","7","0x96b8f84","0xc","stl-vector","world.raws.language.word_table[0][3].parts[2]","part_of_speech",""
"world","7","0x96b8f90","0xc","stl-vector","world.raws.language.word_table[0][3].parts[3]","part_of_speech",""
"world","7","0x96b8f9c","0xc","stl-vector","world.raws.language.word_table[0][3].parts[4]","part_of_speech",""
"world","7","0x96b8fa8","0xc","stl-vector","world.raws.language.word_table[0][3].parts[5]","part_of_speech",""
"world","6","0x96b8fb4","0x48","static-array","world.raws.language.word_table[0][4].words","world::anon26",""
"world","7","0x96b8fb4","0xc","stl-vector","world.raws.language.word_table[0][4].words[0]","int32_t",""
"world","7","0x96b8fc0","0xc","stl-vector","world.raws.language.word_table[0][4].words[1]","int32_t",""
"world","7","0x96b8fcc","0xc","stl-vector","world.raws.language.word_table[0][4].words[2]","int32_t",""
"world","7","0x96b8fd8","0xc","stl-vector","world.raws.language.word_table[0][4].words[3]","int32_t",""
"world","7","0x96b8fe4","0xc","stl-vector","world.raws.language.word_table[0][4].words[4]","int32_t",""
"world","7","0x96b8ff0","0xc","stl-vector","world.raws.language.word_table[0][4].words[5]","int32_t",""
"world","6","0x96b8ffc","0x48","static-array","world.raws.language.word_table[0][4].parts","world::anon27",""
"world","7","0x96b8ffc","0xc","stl-vector","world.raws.language.word_table[0][4].parts[0]","part_of_speech",""
"world","7","0x96b9008","0xc","stl-vector","world.raws.language.word_table[0][4].parts[1]","part_of_speech",""
"world","7","0x96b9014","0xc","stl-vector","world.raws.language.word_table[0][4].parts[2]","part_of_speech",""
"world","7","0x96b9020","0xc","stl-vector","world.raws.language.word_table[0][4].parts[3]","part_of_speech",""
"world","7","0x96b902c","0xc","stl-vector","world.raws.language.word_table[0][4].parts[4]","part_of_speech",""
"world","7","0x96b9038","0xc","stl-vector","world.raws.language.word_table[0][4].parts[5]","part_of_speech",""
"world","6","0x96b9044","0x48","static-array","world.raws.language.word_table[0][5].words","world::anon28",""
"world","7","0x96b9044","0xc","stl-vector","world.raws.language.word_table[0][5].words[0]","int32_t",""
"world","7","0x96b9050","0xc","stl-vector","world.raws.language.word_table[0][5].words[1]","int32_t",""
"world","7","0x96b905c","0xc","stl-vector","world.raws.language.word_table[0][5].words[2]","int32_t",""
"world","7","0x96b9068","0xc","stl-vector","world.raws.language.word_table[0][5].words[3]","int32_t",""
"world","7","0x96b9074","0xc","stl-vector","world.raws.language.word_table[0][5].words[4]","int32_t",""
"world","7","0x96b9080","0xc","stl-vector","world.raws.language.word_table[0][5].words[5]","int32_t",""
"world","6","0x96b908c","0x48","static-array","world.raws.language.word_table[0][5].parts","world::anon29",""
"world","7","0x96b908c","0xc","stl-vector","world.raws.language.word_table[0][5].parts[0]","part_of_speech",""
"world","7","0x96b9098","0xc","stl-vector","world.raws.language.word_table[0][5].parts[1]","part_of_speech",""
"world","7","0x96b90a4","0xc","stl-vector","world.raws.language.word_table[0][5].parts[2]","part_of_speech",""
"world","7","0x96b90b0","0xc","stl-vector","world.raws.language.word_table[0][5].parts[3]","part_of_speech",""
"world","7","0x96b90bc","0xc","stl-vector","world.raws.language.word_table[0][5].parts[4]","part_of_speech",""
"world","7","0x96b90c8","0xc","stl-vector","world.raws.language.word_table[0][5].parts[5]","part_of_speech",""
"world","6","0x96b90d4","0x48","static-array","world.raws.language.word_table[0][6].words","world::anon30",""
"world","7","0x96b90d4","0xc","stl-vector","world.raws.language.word_table[0][6].words[0]","int32_t",""
"world","7","0x96b90e0","0xc","stl-vector","world.raws.language.word_table[0][6].words[1]","int32_t",""
"world","7","0x96b90ec","0xc","stl-vector","world.raws.language.word_table[0][6].words[2]","int32_t",""
"world","7","0x96b90f8","0xc","stl-vector","world.raws.language.word_table[0][6].words[3]","int32_t",""
"world","7","0x96b9104","0xc","stl-vector","world.raws.language.word_table[0][6].words[4]","int32_t",""
"world","7","0x96b9110","0xc","stl-vector","world.raws.language.word_table[0][6].words[5]","int32_t",""
"world","6","0x96b911c","0x48","static-array","world.raws.language.word_table[0][6].parts","world::anon31",""
"world","7","0x96b911c","0xc","stl-vector","world.raws.language.word_table[0][6].parts[0]","part_of_speech",""
"world","7","0x96b9128","0xc","stl-vector","world.raws.language.word_table[0][6].parts[1]","part_of_speech",""
"world","7","0x96b9134","0xc","stl-vector","world.raws.language.word_table[0][6].parts[2]","part_of_speech",""
"world","7","0x96b9140","0xc","stl-vector","world.raws.language.word_table[0][6].parts[3]","part_of_speech",""
"world","7","0x96b914c","0xc","stl-vector","world.raws.language.word_table[0][6].parts[4]","part_of_speech",""
"world","7","0x96b9158","0xc","stl-vector","world.raws.language.word_table[0][6].parts[5]","part_of_speech",""
"world","6","0x96b9164","0x48","static-array","world.raws.language.word_table[0][7].words","world::anon32",""
"world","7","0x96b9164","0xc","stl-vector","world.raws.language.word_table[0][7].words[0]","int32_t",""
"world","7","0x96b9170","0xc","stl-vector","world.raws.language.word_table[0][7].words[1]","int32_t",""
"world","7","0x96b917c","0xc","stl-vector","world.raws.language.word_table[0][7].words[2]","int32_t",""
"world","7","0x96b9188","0xc","stl-vector","world.raws.language.word_table[0][7].words[3]","int32_t",""
"world","7","0x96b9194","0xc","stl-vector","world.raws.language.word_table[0][7].words[4]","int32_t",""
"world","7","0x96b91a0","0xc","stl-vector","world.raws.language.word_table[0][7].words[5]","int32_t",""
"world","6","0x96b91ac","0x48","static-array","world.raws.language.word_table[0][7].parts","world::anon33",""
"world","7","0x96b91ac","0xc","stl-vector","world.raws.language.word_table[0][7].parts[0]","part_of_speech",""
"world","7","0x96b91b8","0xc","stl-vector","world.raws.language.word_table[0][7].parts[1]","part_of_speech",""
"world","7","0x96b91c4","0xc","stl-vector","world.raws.language.word_table[0][7].parts[2]","part_of_speech",""
"world","7","0x96b91d0","0xc","stl-vector","world.raws.language.word_table[0][7].parts[3]","part_of_speech",""
"world","7","0x96b91dc","0xc","stl-vector","world.raws.language.word_table[0][7].parts[4]","part_of_speech",""
"world","7","0x96b91e8","0xc","stl-vector","world.raws.language.word_table[0][7].parts[5]","part_of_speech",""
"world","6","0x96b91f4","0x48","static-array","world.raws.language.word_table[0][8].words","world::anon34",""
"world","7","0x96b91f4","0xc","stl-vector","world.raws.language.word_table[0][8].words[0]","int32_t",""
"world","7","0x96b9200","0xc","stl-vector","world.raws.language.word_table[0][8].words[1]","int32_t",""
"world","7","0x96b920c","0xc","stl-vector","world.raws.language.word_table[0][8].words[2]","int32_t",""
"world","7","0x96b9218","0xc","stl-vector","world.raws.language.word_table[0][8].words[3]","int32_t",""
"world","7","0x96b9224","0xc","stl-vector","world.raws.language.word_table[0][8].words[4]","int32_t",""
"world","7","0x96b9230","0xc","stl-vector","world.raws.language.word_table[0][8].words[5]","int32_t",""
"world","6","0x96b923c","0x48","static-array","world.raws.language.word_table[0][8].parts","world::anon35",""
"world","7","0x96b923c","0xc","stl-vector","world.raws.language.word_table[0][8].parts[0]","part_of_speech",""
"world","7","0x96b9248","0xc","stl-vector","world.raws.language.word_table[0][8].parts[1]","part_of_speech",""
"world","7","0x96b9254","0xc","stl-vector","world.raws.language.word_table[0][8].parts[2]","part_of_speech",""
"world","7","0x96b9260","0xc","stl-vector","world.raws.language.word_table[0][8].parts[3]","part_of_speech",""
"world","7","0x96b926c","0xc","stl-vector","world.raws.language.word_table[0][8].parts[4]","part_of_speech",""
"world","7","0x96b9278","0xc","stl-vector","world.raws.language.word_table[0][8].parts[5]","part_of_speech",""
"world","6","0x96b9284","0x48","static-array","world.raws.language.word_table[0][9].words","world::anon36",""
"world","7","0x96b9284","0xc","stl-vector","world.raws.language.word_table[0][9].words[0]","int32_t",""
"world","7","0x96b9290","0xc","stl-vector","world.raws.language.word_table[0][9].words[1]","int32_t",""
"world","7","0x96b929c","0xc","stl-vector","world.raws.language.word_table[0][9].words[2]","int32_t",""
"world","7","0x96b92a8","0xc","stl-vector","world.raws.language.word_table[0][9].words[3]","int32_t",""
"world","7","0x96b92b4","0xc","stl-vector","world.raws.language.word_table[0][9].words[4]","int32_t",""
"world","7","0x96b92c0","0xc","stl-vector","world.raws.language.word_table[0][9].words[5]","int32_t",""
"world","6","0x96b92cc","0x48","static-array","world.raws.language.word_table[0][9].parts","world::anon37",""
"world","7","0x96b92cc","0xc","stl-vector","world.raws.language.word_table[0][9].parts[0]","part_of_speech",""
"world","7","0x96b92d8","0xc","stl-vector","world.raws.language.word_table[0][9].parts[1]","part_of_speech",""
"world","7","0x96b92e4","0xc","stl-vector","world.raws.language.word_table[0][9].parts[2]","part_of_speech",""
"world","7","0x96b92f0","0xc","stl-vector","world.raws.language.word_table[0][9].parts[3]","part_of_speech",""
"world","7","0x96b92fc","0xc","stl-vector","world.raws.language.word_table[0][9].parts[4]","part_of_speech",""
"world","7","0x96b9308","0xc","stl-vector","world.raws.language.word_table[0][9].parts[5]","part_of_speech",""
"world","6","0x96b9314","0x48","static-array","world.raws.language.word_table[0][10].words","world::anon38",""
"world","7","0x96b9314","0xc","stl-vector","world.raws.language.word_table[0][10].words[0]","int32_t",""
"world","7","0x96b9320","0xc","stl-vector","world.raws.language.word_table[0][10].words[1]","int32_t",""
"world","7","0x96b932c","0xc","stl-vector","world.raws.language.word_table[0][10].words[2]","int32_t",""
"world","7","0x96b9338","0xc","stl-vector","world.raws.language.word_table[0][10].words[3]","int32_t",""
"world","7","0x96b9344","0xc","stl-vector","world.raws.language.word_table[0][10].words[4]","int32_t",""
"world","7","0x96b9350","0xc","stl-vector","world.raws.language.word_table[0][10].words[5]","int32_t",""
"world","6","0x96b935c","0x48","static-array","world.raws.language.word_table[0][10].parts","world::anon39",""
"world","7","0x96b935c","0xc","stl-vector","world.raws.language.word_table[0][10].parts[0]","part_of_speech",""
"world","7","0x96b9368","0xc","stl-vector","world.raws.language.word_table[0][10].parts[1]","part_of_speech",""
"world","7","0x96b9374","0xc","stl-vector","world.raws.language.word_table[0][10].parts[2]","part_of_speech",""
"world","7","0x96b9380","0xc","stl-vector","world.raws.language.word_table[0][10].parts[3]","part_of_speech",""
"world","7","0x96b938c","0xc","stl-vector","world.raws.language.word_table[0][10].parts[4]","part_of_speech",""
"world","7","0x96b9398","0xc","stl-vector","world.raws.language.word_table[0][10].parts[5]","part_of_speech",""
"world","6","0x96b93a4","0x48","static-array","world.raws.language.word_table[0][11].words","world::anon40",""
"world","7","0x96b93a4","0xc","stl-vector","world.raws.language.word_table[0][11].words[0]","int32_t",""
"world","7","0x96b93b0","0xc","stl-vector","world.raws.language.word_table[0][11].words[1]","int32_t",""
"world","7","0x96b93bc","0xc","stl-vector","world.raws.language.word_table[0][11].words[2]","int32_t",""
"world","7","0x96b93c8","0xc","stl-vector","world.raws.language.word_table[0][11].words[3]","int32_t",""
"world","7","0x96b93d4","0xc","stl-vector","world.raws.language.word_table[0][11].words[4]","int32_t",""
"world","7","0x96b93e0","0xc","stl-vector","world.raws.language.word_table[0][11].words[5]","int32_t",""
"world","6","0x96b93ec","0x48","static-array","world.raws.language.word_table[0][11].parts","world::anon41",""
"world","7","0x96b93ec","0xc","stl-vector","world.raws.language.word_table[0][11].parts[0]","part_of_speech",""
"world","7","0x96b93f8","0xc","stl-vector","world.raws.language.word_table[0][11].parts[1]","part_of_speech",""
"world","7","0x96b9404","0xc","stl-vector","world.raws.language.word_table[0][11].parts[2]","part_of_speech",""
"world","7","0x96b9410","0xc","stl-vector","world.raws.language.word_table[0][11].parts[3]","part_of_speech",""
"world","7","0x96b941c","0xc","stl-vector","world.raws.language.word_table[0][11].parts[4]","part_of_speech",""
"world","7","0x96b9428","0xc","stl-vector","world.raws.language.word_table[0][11].parts[5]","part_of_speech",""
"world","6","0x96b9434","0x48","static-array","world.raws.language.word_table[0][12].words","world::anon42",""
"world","7","0x96b9434","0xc","stl-vector","world.raws.language.word_table[0][12].words[0]","int32_t",""
"world","7","0x96b9440","0xc","stl-vector","world.raws.language.word_table[0][12].words[1]","int32_t",""
"world","7","0x96b944c","0xc","stl-vector","world.raws.language.word_table[0][12].words[2]","int32_t",""
"world","7","0x96b9458","0xc","stl-vector","world.raws.language.word_table[0][12].words[3]","int32_t",""
"world","7","0x96b9464","0xc","stl-vector","world.raws.language.word_table[0][12].words[4]","int32_t",""
"world","7","0x96b9470","0xc","stl-vector","world.raws.language.word_table[0][12].words[5]","int32_t",""
"world","6","0x96b947c","0x48","static-array","world.raws.language.word_table[0][12].parts","world::anon43",""
"world","7","0x96b947c","0xc","stl-vector","world.raws.language.word_table[0][12].parts[0]","part_of_speech",""
"world","7","0x96b9488","0xc","stl-vector","world.raws.language.word_table[0][12].parts[1]","part_of_speech",""
"world","7","0x96b9494","0xc","stl-vector","world.raws.language.word_table[0][12].parts[2]","part_of_speech",""
"world","7","0x96b94a0","0xc","stl-vector","world.raws.language.word_table[0][12].parts[3]","part_of_speech",""
"world","7","0x96b94ac","0xc","stl-vector","world.raws.language.word_table[0][12].parts[4]","part_of_speech",""
"world","7","0x96b94b8","0xc","stl-vector","world.raws.language.word_table[0][12].parts[5]","part_of_speech",""
"world","6","0x96b94c4","0x48","static-array","world.raws.language.word_table[0][13].words","world::anon44",""
"world","7","0x96b94c4","0xc","stl-vector","world.raws.language.word_table[0][13].words[0]","int32_t",""
"world","7","0x96b94d0","0xc","stl-vector","world.raws.language.word_table[0][13].words[1]","int32_t",""
"world","7","0x96b94dc","0xc","stl-vector","world.raws.language.word_table[0][13].words[2]","int32_t",""
"world","7","0x96b94e8","0xc","stl-vector","world.raws.language.word_table[0][13].words[3]","int32_t",""
"world","7","0x96b94f4","0xc","stl-vector","world.raws.language.word_table[0][13].words[4]","int32_t",""
"world","7","0x96b9500","0xc","stl-vector","world.raws.language.word_table[0][13].words[5]","int32_t",""
"world","6","0x96b950c","0x48","static-array","world.raws.language.word_table[0][13].parts","world::anon45",""
"world","7","0x96b950c","0xc","stl-vector","world.raws.language.word_table[0][13].parts[0]","part_of_speech",""
"world","7","0x96b9518","0xc","stl-vector","world.raws.language.word_table[0][13].parts[1]","part_of_speech",""
"world","7","0x96b9524","0xc","stl-vector","world.raws.language.word_table[0][13].parts[2]","part_of_speech",""
"world","7","0x96b9530","0xc","stl-vector","world.raws.language.word_table[0][13].parts[3]","part_of_speech",""
"world","7","0x96b953c","0xc","stl-vector","world.raws.language.word_table[0][13].parts[4]","part_of_speech",""
"world","7","0x96b9548","0xc","stl-vector","world.raws.language.word_table[0][13].parts[5]","part_of_speech",""
"world","6","0x96b9554","0x48","static-array","world.raws.language.word_table[0][14].words","world::anon46",""
"world","7","0x96b9554","0xc","stl-vector","world.raws.language.word_table[0][14].words[0]","int32_t",""
"world","7","0x96b9560","0xc","stl-vector","world.raws.language.word_table[0][14].words[1]","int32_t",""
"world","7","0x96b956c","0xc","stl-vector","world.raws.language.word_table[0][14].words[2]","int32_t",""
"world","7","0x96b9578","0xc","stl-vector","world.raws.language.word_table[0][14].words[3]","int32_t",""
"world","7","0x96b9584","0xc","stl-vector","world.raws.language.word_table[0][14].words[4]","int32_t",""
"world","7","0x96b9590","0xc","stl-vector","world.raws.language.word_table[0][14].words[5]","int32_t",""
"world","6","0x96b959c","0x48","static-array","world.raws.language.word_table[0][14].parts","world::anon47",""
"world","7","0x96b959c","0xc","stl-vector","world.raws.language.word_table[0][14].parts[0]","part_of_speech",""
"world","7","0x96b95a8","0xc","stl-vector","world.raws.language.word_table[0][14].parts[1]","part_of_speech",""
"world","7","0x96b95b4","0xc","stl-vector","world.raws.language.word_table[0][14].parts[2]","part_of_speech",""
"world","7","0x96b95c0","0xc","stl-vector","world.raws.language.word_table[0][14].parts[3]","part_of_speech",""
"world","7","0x96b95cc","0xc","stl-vector","world.raws.language.word_table[0][14].parts[4]","part_of_speech",""
"world","7","0x96b95d8","0xc","stl-vector","world.raws.language.word_table[0][14].parts[5]","part_of_speech",""
"world","6","0x96b95e4","0x48","static-array","world.raws.language.word_table[0][15].words","world::anon48",""
"world","7","0x96b95e4","0xc","stl-vector","world.raws.language.word_table[0][15].words[0]","int32_t",""
"world","7","0x96b95f0","0xc","stl-vector","world.raws.language.word_table[0][15].words[1]","int32_t",""
"world","7","0x96b95fc","0xc","stl-vector","world.raws.language.word_table[0][15].words[2]","int32_t",""
"world","7","0x96b9608","0xc","stl-vector","world.raws.language.word_table[0][15].words[3]","int32_t",""
"world","7","0x96b9614","0xc","stl-vector","world.raws.language.word_table[0][15].words[4]","int32_t",""
"world","7","0x96b9620","0xc","stl-vector","world.raws.language.word_table[0][15].words[5]","int32_t",""
"world","6","0x96b962c","0x48","static-array","world.raws.language.word_table[0][15].parts","world::anon49",""
"world","7","0x96b962c","0xc","stl-vector","world.raws.language.word_table[0][15].parts[0]","part_of_speech",""
"world","7","0x96b9638","0xc","stl-vector","world.raws.language.word_table[0][15].parts[1]","part_of_speech",""
"world","7","0x96b9644","0xc","stl-vector","world.raws.language.word_table[0][15].parts[2]","part_of_speech",""
"world","7","0x96b9650","0xc","stl-vector","world.raws.language.word_table[0][15].parts[3]","part_of_speech",""
"world","7","0x96b965c","0xc","stl-vector","world.raws.language.word_table[0][15].parts[4]","part_of_speech",""
"world","7","0x96b9668","0xc","stl-vector","world.raws.language.word_table[0][15].parts[5]","part_of_speech",""
"world","6","0x96b9674","0x48","static-array","world.raws.language.word_table[0][16].words","world::anon50",""
"world","7","0x96b9674","0xc","stl-vector","world.raws.language.word_table[0][16].words[0]","int32_t",""
"world","7","0x96b9680","0xc","stl-vector","world.raws.language.word_table[0][16].words[1]","int32_t",""
"world","7","0x96b968c","0xc","stl-vector","world.raws.language.word_table[0][16].words[2]","int32_t",""
"world","7","0x96b9698","0xc","stl-vector","world.raws.language.word_table[0][16].words[3]","int32_t",""
"world","7","0x96b96a4","0xc","stl-vector","world.raws.language.word_table[0][16].words[4]","int32_t",""
"world","7","0x96b96b0","0xc","stl-vector","world.raws.language.word_table[0][16].words[5]","int32_t",""
"world","6","0x96b96bc","0x48","static-array","world.raws.language.word_table[0][16].parts","world::anon51",""
"world","7","0x96b96bc","0xc","stl-vector","world.raws.language.word_table[0][16].parts[0]","part_of_speech",""
"world","7","0x96b96c8","0xc","stl-vector","world.raws.language.word_table[0][16].parts[1]","part_of_speech",""
"world","7","0x96b96d4","0xc","stl-vector","world.raws.language.word_table[0][16].parts[2]","part_of_speech",""
"world","7","0x96b96e0","0xc","stl-vector","world.raws.language.word_table[0][16].parts[3]","part_of_speech",""
"world","7","0x96b96ec","0xc","stl-vector","world.raws.language.word_table[0][16].parts[4]","part_of_speech",""
"world","7","0x96b96f8","0xc","stl-vector","world.raws.language.word_table[0][16].parts[5]","part_of_speech",""
"world","6","0x96b9704","0x48","static-array","world.raws.language.word_table[0][17].words","world::anon52",""
"world","7","0x96b9704","0xc","stl-vector","world.raws.language.word_table[0][17].words[0]","int32_t",""
"world","7","0x96b9710","0xc","stl-vector","world.raws.language.word_table[0][17].words[1]","int32_t",""
"world","7","0x96b971c","0xc","stl-vector","world.raws.language.word_table[0][17].words[2]","int32_t",""
"world","7","0x96b9728","0xc","stl-vector","world.raws.language.word_table[0][17].words[3]","int32_t",""
"world","7","0x96b9734","0xc","stl-vector","world.raws.language.word_table[0][17].words[4]","int32_t",""
"world","7","0x96b9740","0xc","stl-vector","world.raws.language.word_table[0][17].words[5]","int32_t",""
"world","6","0x96b974c","0x48","static-array","world.raws.language.word_table[0][17].parts","world::anon53",""
"world","7","0x96b974c","0xc","stl-vector","world.raws.language.word_table[0][17].parts[0]","part_of_speech",""
"world","7","0x96b9758","0xc","stl-vector","world.raws.language.word_table[0][17].parts[1]","part_of_speech",""
"world","7","0x96b9764","0xc","stl-vector","world.raws.language.word_table[0][17].parts[2]","part_of_speech",""
"world","7","0x96b9770","0xc","stl-vector","world.raws.language.word_table[0][17].parts[3]","part_of_speech",""
"world","7","0x96b977c","0xc","stl-vector","world.raws.language.word_table[0][17].parts[4]","part_of_speech",""
"world","7","0x96b9788","0xc","stl-vector","world.raws.language.word_table[0][17].parts[5]","part_of_speech",""
"world","6","0x96b9794","0x48","static-array","world.raws.language.word_table[0][18].words","world::anon54",""
"world","7","0x96b9794","0xc","stl-vector","world.raws.language.word_table[0][18].words[0]","int32_t",""
"world","7","0x96b97a0","0xc","stl-vector","world.raws.language.word_table[0][18].words[1]","int32_t",""
"world","7","0x96b97ac","0xc","stl-vector","world.raws.language.word_table[0][18].words[2]","int32_t",""
"world","7","0x96b97b8","0xc","stl-vector","world.raws.language.word_table[0][18].words[3]","int32_t",""
"world","7","0x96b97c4","0xc","stl-vector","world.raws.language.word_table[0][18].words[4]","int32_t",""
"world","7","0x96b97d0","0xc","stl-vector","world.raws.language.word_table[0][18].words[5]","int32_t",""
"world","6","0x96b97dc","0x48","static-array","world.raws.language.word_table[0][18].parts","world::anon55",""
"world","7","0x96b97dc","0xc","stl-vector","world.raws.language.word_table[0][18].parts[0]","part_of_speech",""
"world","7","0x96b97e8","0xc","stl-vector","world.raws.language.word_table[0][18].parts[1]","part_of_speech",""
"world","7","0x96b97f4","0xc","stl-vector","world.raws.language.word_table[0][18].parts[2]","part_of_speech",""
"world","7","0x96b9800","0xc","stl-vector","world.raws.language.word_table[0][18].parts[3]","part_of_speech",""
"world","7","0x96b980c","0xc","stl-vector","world.raws.language.word_table[0][18].parts[4]","part_of_speech",""
"world","7","0x96b9818","0xc","stl-vector","world.raws.language.word_table[0][18].parts[5]","part_of_speech",""
"world","6","0x96b9824","0x48","static-array","world.raws.language.word_table[0][19].words","world::anon56",""
"world","7","0x96b9824","0xc","stl-vector","world.raws.language.word_table[0][19].words[0]","int32_t",""
"world","7","0x96b9830","0xc","stl-vector","world.raws.language.word_table[0][19].words[1]","int32_t",""
"world","7","0x96b983c","0xc","stl-vector","world.raws.language.word_table[0][19].words[2]","int32_t",""
"world","7","0x96b9848","0xc","stl-vector","world.raws.language.word_table[0][19].words[3]","int32_t",""
"world","7","0x96b9854","0xc","stl-vector","world.raws.language.word_table[0][19].words[4]","int32_t",""
"world","7","0x96b9860","0xc","stl-vector","world.raws.language.word_table[0][19].words[5]","int32_t",""
"world","6","0x96b986c","0x48","static-array","world.raws.language.word_table[0][19].parts","world::anon57",""
"world","7","0x96b986c","0xc","stl-vector","world.raws.language.word_table[0][19].parts[0]","part_of_speech",""
"world","7","0x96b9878","0xc","stl-vector","world.raws.language.word_table[0][19].parts[1]","part_of_speech",""
"world","7","0x96b9884","0xc","stl-vector","world.raws.language.word_table[0][19].parts[2]","part_of_speech",""
"world","7","0x96b9890","0xc","stl-vector","world.raws.language.word_table[0][19].parts[3]","part_of_speech",""
"world","7","0x96b989c","0xc","stl-vector","world.raws.language.word_table[0][19].parts[4]","part_of_speech",""
"world","7","0x96b98a8","0xc","stl-vector","world.raws.language.word_table[0][19].parts[5]","part_of_speech",""
"world","6","0x96b98b4","0x48","static-array","world.raws.language.word_table[0][20].words","world::anon58",""
"world","7","0x96b98b4","0xc","stl-vector","world.raws.language.word_table[0][20].words[0]","int32_t",""
"world","7","0x96b98c0","0xc","stl-vector","world.raws.language.word_table[0][20].words[1]","int32_t",""
"world","7","0x96b98cc","0xc","stl-vector","world.raws.language.word_table[0][20].words[2]","int32_t",""
"world","7","0x96b98d8","0xc","stl-vector","world.raws.language.word_table[0][20].words[3]","int32_t",""
"world","7","0x96b98e4","0xc","stl-vector","world.raws.language.word_table[0][20].words[4]","int32_t",""
"world","7","0x96b98f0","0xc","stl-vector","world.raws.language.word_table[0][20].words[5]","int32_t",""
"world","6","0x96b98fc","0x48","static-array","world.raws.language.word_table[0][20].parts","world::anon59",""
"world","7","0x96b98fc","0xc","stl-vector","world.raws.language.word_table[0][20].parts[0]","part_of_speech",""
"world","7","0x96b9908","0xc","stl-vector","world.raws.language.word_table[0][20].parts[1]","part_of_speech",""
"world","7","0x96b9914","0xc","stl-vector","world.raws.language.word_table[0][20].parts[2]","part_of_speech",""
"world","7","0x96b9920","0xc","stl-vector","world.raws.language.word_table[0][20].parts[3]","part_of_speech",""
"world","7","0x96b992c","0xc","stl-vector","world.raws.language.word_table[0][20].parts[4]","part_of_speech",""
"world","7","0x96b9938","0xc","stl-vector","world.raws.language.word_table[0][20].parts[5]","part_of_speech",""
"world","6","0x96b9944","0x48","static-array","world.raws.language.word_table[0][21].words","world::anon60",""
"world","7","0x96b9944","0xc","stl-vector","world.raws.language.word_table[0][21].words[0]","int32_t",""
"world","7","0x96b9950","0xc","stl-vector","world.raws.language.word_table[0][21].words[1]","int32_t",""
"world","7","0x96b995c","0xc","stl-vector","world.raws.language.word_table[0][21].words[2]","int32_t",""
"world","7","0x96b9968","0xc","stl-vector","world.raws.language.word_table[0][21].words[3]","int32_t",""
"world","7","0x96b9974","0xc","stl-vector","world.raws.language.word_table[0][21].words[4]","int32_t",""
"world","7","0x96b9980","0xc","stl-vector","world.raws.language.word_table[0][21].words[5]","int32_t",""
"world","6","0x96b998c","0x48","static-array","world.raws.language.word_table[0][21].parts","world::anon61",""
"world","7","0x96b998c","0xc","stl-vector","world.raws.language.word_table[0][21].parts[0]","part_of_speech",""
"world","7","0x96b9998","0xc","stl-vector","world.raws.language.word_table[0][21].parts[1]","part_of_speech",""
"world","7","0x96b99a4","0xc","stl-vector","world.raws.language.word_table[0][21].parts[2]","part_of_speech",""
"world","7","0x96b99b0","0xc","stl-vector","world.raws.language.word_table[0][21].parts[3]","part_of_speech",""
"world","7","0x96b99bc","0xc","stl-vector","world.raws.language.word_table[0][21].parts[4]","part_of_speech",""
"world","7","0x96b99c8","0xc","stl-vector","world.raws.language.word_table[0][21].parts[5]","part_of_speech",""
"world","6","0x96b99d4","0x48","static-array","world.raws.language.word_table[0][22].words","world::anon62",""
"world","7","0x96b99d4","0xc","stl-vector","world.raws.language.word_table[0][22].words[0]","int32_t",""
"world","7","0x96b99e0","0xc","stl-vector","world.raws.language.word_table[0][22].words[1]","int32_t",""
"world","7","0x96b99ec","0xc","stl-vector","world.raws.language.word_table[0][22].words[2]","int32_t",""
"world","7","0x96b99f8","0xc","stl-vector","world.raws.language.word_table[0][22].words[3]","int32_t",""
"world","7","0x96b9a04","0xc","stl-vector","world.raws.language.word_table[0][22].words[4]","int32_t",""
