"Type","Level","Offset","Size","Field Type","Field Name","Elt Type","Comment"
"job_type","1","","","enum-item","MakeAmmo","131",""
"job_type","1","","","enum-item","DecorateWith","132",""
"job_type","1","","","enum-item","MakeBackpack","133",""
"job_type","1","","","enum-item","MakeQuiver","134",""
"job_type","1","","","enum-item","MakeBallistaArrowHead","135",""
"job_type","1","","","enum-item","AssembleSiegeAmmo","136",""
"job_type","1","","","enum-item","LoadCatapult","137",""
"job_type","1","","","enum-item","LoadBallista","138",""
"job_type","1","","","enum-item","FireCatapult","139",""
"job_type","1","","","enum-item","FireBallista","140",""
"job_type","1","","","enum-item","ConstructMechanisms","141",""
"job_type","1","","","enum-item","MakeTrapComponent","142",""
"job_type","1","","","enum-item","LoadCageTrap","143",""
"job_type","1","","","enum-item","LoadStoneTrap","144",""
"job_type","1","","","enum-item","LoadWeaponTrap","145",""
"job_type","1","","","enum-item","CleanTrap","146",""
"job_type","1","","","enum-item","CastSpell","147",""
"job_type","1","","","enum-item","LinkBuildingToTrigger","148",""
"job_type","1","","","enum-item","PullLever","149",""
"job_type","1","","","enum-item","BrewDrink","150",""
"job_type","1","","","enum-item","ExtractFromPlants","151",""
"job_type","1","","","enum-item","ExtractFromRawFish","152",""
"job_type","1","","","enum-item","ExtractFromLandAnimal","153",""
"job_type","1","","","enum-item","TameVermin","154",""
"job_type","1","","","enum-item","TameAnimal","155",""
"job_type","1","","","enum-item","ChainAnimal","156",""
"job_type","1","","","enum-item","UnchainAnimal","157",""
"job_type","1","","","enum-item","UnchainPet","158",""
"job_type","1","","","enum-item","ReleaseLargeCreature","159",""
"job_type","1","","","enum-item","ReleasePet","160",""
"job_type","1","","","enum-item","ReleaseSmallCreature","161",""
"job_type","1","","","enum-item","HandleSmallCreature","162",""
"job_type","1","","","enum-item","HandleLargeCreature","163",""
"job_type","1","","","enum-item","CageLargeCreature","164",""
"job_type","1","","","enum-item","CageSmallCreature","165",""
"job_type","1","","","enum-item","RecoverWounded","166",""
"job_type","1","","","enum-item","DiagnosePatient","167",""
"job_type","1","","","enum-item","ImmobilizeBreak","168",""
"job_type","1","","","enum-item","DressWound","169",""
"job_type","1","","","enum-item","CleanPatient","170",""
"job_type","1","","","enum-item","Surgery","171",""
"job_type","1","","","enum-item","Suture","172",""
"job_type","1","","","enum-item","SetBone","173",""
"job_type","1","","","enum-item","PlaceInTraction","174",""
"job_type","1","","","enum-item","DrainAquarium","175",""
"job_type","1","","","enum-item","FillAquarium","176",""
"job_type","1","","","enum-item","FillPond","177",""
"job_type","1","","","enum-item","GiveWater","178",""
"job_type","1","","","enum-item","GiveFood","179",""
"job_type","1","","","enum-item","GiveWater2","180",""
"job_type","1","","","enum-item","GiveFood2","181",""
"job_type","1","","","enum-item","RecoverPet","182",""
"job_type","1","","","enum-item","PitLargeAnimal","183",""
"job_type","1","","","enum-item","PitSmallAnimal","184",""
"job_type","1","","","enum-item","SlaughterAnimal","185",""
"job_type","1","","","enum-item","MakeCharcoal","186",""
"job_type","1","","","enum-item","MakeAsh","187",""
"job_type","1","","","enum-item","MakeLye","188",""
"job_type","1","","","enum-item","MakePotashFromLye","189",""
"job_type","1","","","enum-item","FertilizeField","190",""
"job_type","1","","","enum-item","MakePotashFromAsh","191",""
"job_type","1","","","enum-item","DyeThread","192",""
"job_type","1","","","enum-item","DyeCloth","193",""
"job_type","1","","","enum-item","SewImage","194",""
"job_type","1","","","enum-item","MakePipeSection","195",""
"job_type","1","","","enum-item","OperatePump","196",""
"job_type","1","","","enum-item","ManageWorkOrders","197",""
"job_type","1","","","enum-item","UpdateStockpileRecords","198",""
"job_type","1","","","enum-item","TradeAtDepot","199",""
"job_type","1","","","enum-item","ConstructHatchCover","200",""
"job_type","1","","","enum-item","ConstructGrate","201",""
"job_type","1","","","enum-item","RemoveStairs","202",""
"job_type","1","","","enum-item","ConstructQuern","203",""
"job_type","1","","","enum-item","ConstructMillstone","204",""
"job_type","1","","","enum-item","ConstructSplint","205",""
"job_type","1","","","enum-item","ConstructCrutch","206",""
"job_type","1","","","enum-item","ConstructTractionBench","207",""
"job_type","1","","","enum-item","CleanSelf","208",""
"job_type","1","","","enum-item","BringCrutch","209",""
"job_type","1","","","enum-item","ApplyCast","210",""
"job_type","1","","","enum-item","CustomReaction","211",""
"job_type","1","","","enum-item","ConstructSlab","212",""
"job_type","1","","","enum-item","EngraveSlab","213",""
"job_type","1","","","enum-item","ShearCreature","214",""
"job_type","1","","","enum-item","SpinThread","215",""
"job_type","1","","","enum-item","PenLargeAnimal","216",""
"job_type","1","","","enum-item","PenSmallAnimal","217",""
"job_type","1","","","enum-item","MakeTool","218",""
"job_type","1","","","enum-item","CollectClay","219",""
"job_type","1","","","enum-item","InstallColonyInHive","220",""
"job_type","1","","","enum-item","CollectHiveProducts","221",""
"job_type","1","","","enum-item","CauseTrouble","222",""
"job_type","1","","","enum-item","DrinkBlood","223","??"
"job_type","1","","","enum-item","ReportCrime","224",""
"job_type","1","","","enum-item","ExecuteCriminal","225",""
"job_type","1","","","enum-item","TrainAnimal","226",""
"job_type","1","","","enum-item","CarveTrack","227",""
"job_type","1","","","enum-item","PushTrackVehicle","228",""
"job_type","1","","","enum-item","PlaceTrackVehicle","229",""
"job_type","1","","","enum-item","StoreItemInVehicle","230",""
"job_type_class","0","0x0","0x4","enum-type","job_type_class","","not in DF"
"job_type_class","1","","","enum-item","Misc","0",""
"job_type_class","1","","","enum-item","Digging","1",""
"job_type_class","1","","","enum-item","Building","2",""
"job_type_class","1","","","enum-item","Hauling","3",""
"job_type_class","1","","","enum-item","LifeSupport","4",""
"job_type_class","1","","","enum-item","TidyUp","5",""
"job_type_class","1","","","enum-item","Leisure","6",""
"job_type_class","1","","","enum-item","Gathering","7",""
"job_type_class","1","","","enum-item","Manufacture","8",""
"job_type_class","1","","","enum-item","Improvement","9",""
"job_type_class","1","","","enum-item","Crime","10",""
"job_type_class","1","","","enum-item","LawEnforcement","11",""
"job_type_class","1","","","enum-item","StrangeMood","12",""
"job_type_class","1","","","enum-item","UnitHandling","13",""
"job_type_class","1","","","enum-item","SiegeWeapon","14",""
"job_type_class","1","","","enum-item","Medicine","15",""
"language_name","0","0x0","0x3c","struct-type","language_name","",""
"language_name","1","0x0","0x4","stl-string","first_name","",""
"language_name","1","0x4","0x4","stl-string","nickname","",""
"language_name","1","0x8","0x1c","static-array","words","int32_t",""
"language_name","1","0x24","0xe","static-array","parts_of_speech","part_of_speech",""
"language_name","1","0x34","0x4","int32_t","language","",""
"language_name","1","0x38","0x2","int16_t","unknown","",""
"language_name","1","0x3a","0x1","bool","has_name","",""
"language_symbol","0","0x0","0x1c","struct-type","language_symbol","",""
"language_symbol","1","0x0","0x4","stl-string","name","",""
"language_symbol","1","0x4","0xc","stl-vector","unknown","padding","empty"
"language_symbol","1","0x10","0xc","stl-vector","words","int32_t",""
"language_translation","0","0x0","0x28","struct-type","language_translation","",""
"language_translation","1","0x0","0x4","stl-string","name","",""
"language_translation","1","0x4","0xc","stl-vector","unknown1","padding","empty"
"language_translation","1","0x10","0xc","stl-vector","unknown2","padding","empty"
"language_translation","1","0x1c","0xc","stl-vector","words","stl-string*",""
"language_word","0","0x0","0x38","struct-type","language_word","",""
"language_word","1","0x0","0x4","stl-string","word","",""
"language_word","1","0x4","0x24","static-array","forms","stl-string",""
"language_word","2","0x4","0x4","stl-string","forms[Noun]","",""
"language_word","2","0x8","0x4","stl-string","forms[NounPlural]","",""
"language_word","2","0xc","0x4","stl-string","forms[Adjective]","",""
"language_word","2","0x10","0x4","stl-string","forms[Prefix]","",""
"language_word","2","0x14","0x4","stl-string","forms[Verb]","",""
"language_word","2","0x18","0x4","stl-string","forms[Verb3rdPerson]","",""
"language_word","2","0x1c","0x4","stl-string","forms[VerbPast]","",""
"language_word","2","0x20","0x4","stl-string","forms[VerbPassive]","",""
"language_word","2","0x24","0x4","stl-string","forms[VerbGerund]","",""
"language_word","1","0x28","0x1","uint8_t","adj_dist","",""
"language_word","1","0x29","0x7","padding","","","looks like garbage"
"language_word","1","0x30","0x8","df-flagarray","flags","flag-bit",""
"language_word_flags","0","0x0","0x4","enum-type","language_word_flags","",""
"language_word_flags","1","","","enum-item","FRONT_COMPOUND_NOUN_SING","0",""
"language_word_flags","1","","","enum-item","FRONT_COMPOUND_NOUN_PLUR","1",""
"language_word_flags","1","","","enum-item","FRONT_COMPOUND_ADJ","2",""
"language_word_flags","1","","","enum-item","FRONT_COMPOUND_PREFIX","3",""
"language_word_flags","1","","","enum-item","REAR_COMPOUND_NOUN_SING","4",""
"language_word_flags","1","","","enum-item","REAR_COMPOUND_NOUN_PLUR","5",""
"language_word_flags","1","","","enum-item","REAR_COMPOUND_ADJ","6",""
"language_word_flags","1","","","enum-item","THE_NOUN_SING","7",""
"language_word_flags","1","","","enum-item","THE_NOUN_PLUR","8",""
"language_word_flags","1","","","enum-item","THE_COMPOUND_NOUN_SING","9",""
"language_word_flags","1","","","enum-item","THE_COMPOUND_NOUN_PLUR","10",""
"language_word_flags","1","","","enum-item","THE_COMPOUND_ADJ","11",""
"language_word_flags","1","","","enum-item","THE_COMPOUND_PREFIX","12",""
"language_word_flags","1","","","enum-item","OF_NOUN_SING","13",""
"language_word_flags","1","","","enum-item","OF_NOUN_PLUR","14",""
"language_word_flags","1","","","enum-item","STANDARD_VERB","15",""
"layer_object","0","0x0","0x8","class-type","layer_object","",""
"layer_object","1","0x0","0x4","pointer","_vtable","layer_object::vtable",""
"layer_object","1","0x4","0x1","bool","enabled","",""
"layer_object","1","0x5","0x1","bool","bright","",""
"layer_object_listst","0","0x0","0x3c","class-type","layer_object_listst","",""
"layer_object_listst","1","0x0","0x8","layer_object","","",""
"layer_object_listst","1","0x8","0x4","int32_t","cursor","",""
"layer_object_listst","1","0xc","0x4","int32_t","num_entries","",""
"layer_object_listst","1","0x10","0x4","int32_t","x1","",""
"layer_object_listst","1","0x14","0x4","int32_t","y1","",""
"layer_object_listst","1","0x18","0x4","int32_t","page_size","",""
"layer_object_listst","1","0x1c","0x4","int32_t","x2","",""
"layer_object_listst","1","0x20","0x4","int32_t","y2","",""
"layer_object_listst","1","0x24","0x4","int32_t","","",""
"layer_object_listst","1","0x28","0x4","int32_t","","",""
"layer_object_listst","1","0x2c","0x1","bool","","",""
"layer_object_listst","1","0x30","0x4","int32_t","","",""
"layer_object_listst","1","0x34","0x4","int32_t","","",""
"layer_object_listst","1","0x38","0x4","int32_t","","",""
"machine","0","0x0","0x30","class-type","machine","",""
"machine","1","0x0","0x4","pointer","_vtable","machine::vtable",""
"machine","1","0x4","0x4","int32_t","x","",""
"machine","1","0x8","0x4","int32_t","y","",""
"machine","1","0xc","0x4","int32_t","z","",""
"machine","1","0x10","0x4","int32_t","id","",""
"machine","1","0x14","0xc","stl-vector","components","machine::anon2*",""
"machine::anon2","0","0x0","0x10","compound","","",""
"machine::anon2","1","0x0","0x4","int32_t","building_id","",""
"machine::anon2","1","0x4","0xc","stl-vector","connections","int32_t","indices into the same component vector"
"machine","1","0x20","0x4","int32_t","cur_power","",""
"machine","1","0x24","0x4","int32_t","min_power","",""
"machine","1","0x28","0x1","int8_t","visual_phase","",""
"machine","1","0x2a","0x2","int16_t","phase_timer","",""
"machine","1","0x2c","0x4","int32_t","is_active","",""
"machine::vtable","1","0x0","0x4","vmethod","getType","",""
"machine::vtable","1","0x4","0x4","vmethod","moveMachine","",""
"machine::vtable","1","0x8","0x4","vmethod","write_file","",""
"machine::vtable","1","0xc","0x4","vmethod","read_file","",""
"machine::vtable","1","0x10","0x8","vmethod","~machine","",""
"machine_conn_modes","0","0x0","0x1","bitfield-type","machine_conn_modes","",""
"machine_conn_modes","1","0x0","0x0.1","flag-bit","up","",""
"machine_conn_modes","1","0x0.1","0x0.1","flag-bit","down","",""
"machine_conn_modes","1","0x0.2","0x0.1","flag-bit","right","",""
"machine_conn_modes","1","0x0.3","0x0.1","flag-bit","left","",""
"machine_conn_modes","1","0x0.4","0x0.1","flag-bit","z_up","",""
"machine_conn_modes","1","0x0.5","0x0.1","flag-bit","z_down","",""
"machine_info","0","0x0","0x8","struct-type","machine_info","",""
"machine_info","1","0x0","0x4","int32_t","machine_id","",""
"machine_info","1","0x4","0x4","int32_t","","",""
"machine_standardst","0","0x0","0x30","class-type","machine_standardst","",""
"machine_standardst","1","0x0","0x30","machine","","",""
"machine_tile_set","0","0x0","0x30","struct-type","machine_tile_set","",""
"machine_tile_set","1","0x0","0x24","coord_path","tiles","",""
"machine_tile_set","1","0x24","0xc","stl-vector","can_connect","machine_conn_modes",""
"machine_type","0","0x0","0x4","enum-type","machine_type","",""
"machine_type","1","","","enum-item","standard","0",""
"manager_order","0","0x0","0x28","struct-type","manager_order","",""
"manager_order","1","0x0","0x2","job_type","job_type","",""
"manager_order","1","0x2","0x2","int16_t","unk_2","",""
"manager_order","1","0x4","0x2","int16_t","item_subtype","",""
"manager_order","1","0x8","0x4","stl-string","reaction_name","",""
"manager_order","1","0xc","0x2","int16_t","mat_type","",""
"manager_order","1","0x10","0x4","int32_t","mat_index","",""
"manager_order","1","0x14","0x4","job_item_category","item_category","",""
"manager_order","1","0x18","0x4","int32_t","hist_figure_id","",""
"manager_order","1","0x1c","0x4","job_material_category","material_category","",""
"manager_order","1","0x20","0x2","int16_t","amount_left","",""
"manager_order","1","0x22","0x2","int16_t","amount_total","",""
"manager_order","1","0x24","0x4","int32_t","is_validated","",""
"manager_order_template","0","0x0","0x24","struct-type","manager_order_template","",""
"manager_order_template","1","0x0","0x2","job_type","job_type","",""
"manager_order_template","1","0x4","0x4","stl-string","reaction_name","",""
"manager_order_template","1","0x8","0x2","int16_t","","",""
"manager_order_template","1","0xa","0x2","int16_t","item_subtype","",""
"manager_order_template","1","0xc","0x2","int16_t","mat_type","",""
"manager_order_template","1","0x10","0x4","int32_t","mat_index","",""
"manager_order_template","1","0x14","0x4","job_item_category","item_category","",""
"manager_order_template","1","0x18","0x4","int32_t","","",""
"manager_order_template","1","0x1c","0x4","job_material_category","material_category","",""
"manager_order_template","1","0x20","0x1","int8_t","","",""
"mandate","0","0x0","0x30","struct-type","mandate","",""
"mandate","1","0x0","0x4","pointer","unit","unit",""
"mandate","1","0x4","0x2","int16_t","mode","","0 export, 1 make, 2 guild jobs"
"mandate","1","0x6","0x2","item_type","item_type","",""
"mandate","1","0x8","0x2","int16_t","item_subtype","",""
"mandate","1","0xa","0x2","int16_t","mat_type","",""
"mandate","1","0xc","0x4","int32_t","mat_index","",""
"mandate","1","0x10","0x2","int16_t","amount_total","",""
"mandate","1","0x12","0x2","int16_t","amount_remaining","",""
"mandate","1","0x14","0x4","int32_t","timeout_counter","","counts once per 10 frames"
"mandate","1","0x18","0x4","int32_t","timeout_limit","","once counter passes limit, mandate ends"
"mandate","1","0x1c","0x4","int32_t","","","v0.34.01"
"mandate","1","0x20","0x4","int32_t","","","v0.34.01"
"mandate","1","0x24","0x4","int32_t","unk2","",""
"mandate","1","0x28","0x1","uint8_t","unk3","",""
"mandate","1","0x2c","0x4","int32_t","unk4","",""
"map_block","0","0x0","0x1d78","struct-type","map_block","",""
"map_block","1","0x0","0x4","block_flags","flags","",""
"map_block","1","0x4","0xc","stl-vector","block_events","block_square_event*",""
"map_block","1","0x10","0xc","df-linked-list","block_burrows","block_burrow_link",""
"map_block","1","0x1c","0x4","int32_t","local_feature","",""
"map_block","1","0x20","0x4","int32_t","global_feature","",""
"map_block","1","0x24","0x4","int32_t","unk2","",""
"map_block","1","0x28","0x4","int32_t","unk3","","undef"
"map_block","1","0x2c","0x4","int32_t","unk4","",""
"map_block","1","0x30","0x4","tile_designation","default_liquid","",""
"map_block","1","0x34","0xc","stl-vector","items","int32_t",""
"map_block","1","0x40","0xc","stl-vector","flows","flow_info*",""
"map_block","1","0x4c","0x4","int32_t","unk7","",""
"map_block","1","0x50","0x4","int32_t","unk8","","undef"
"map_block","1","0x54","0xc","stl-vector","plants","plant*",""
"map_block","1","0x60","0x6","coord","map_pos","",""
"map_block","1","0x66","0x4","coord2d","region_pos","",""
"map_block","1","0x6a","0x200","static-array","tiletype","map_block::anon2",""
"map_block::anon2","0","0x0","0x20","static-array","","tiletype",""
"map_block","1","0x26c","0x400","static-array","designation","map_block::anon3",""
"map_block::anon3","0","0x0","0x40","static-array","","tile_designation",""
"map_block","1","0x66c","0x400","static-array","occupancy","map_block::anon4",""
"map_block::anon4","0","0x0","0x40","static-array","","tile_occupancy",""
"map_block","1","0xa6c","0x100","static-array","unk9","map_block::anon5",""
"map_block::anon5","0","0x0","0x10","static-array","","int8_t",""
"map_block","1","0xb6c","0x400","static-array","path_cost","map_block::anon6","flood; 256*cost for straight, 362*cost for diagonal"
"map_block::anon6","0","0x0","0x40","static-array","","int32_t",""
"map_block","1","0xf6c","0x200","static-array","path_tag","map_block::anon7","flood; sync to path_distance; same value; inc per run; reset to 0 on wraparound"
"map_block::anon7","0","0x0","0x20","static-array","","uint16_t",""
"map_block","1","0x116c","0x200","static-array","walkable","map_block::anon8","0 = non-walkable; same nonzero at A and B = walkable from A to B"
"map_block::anon8","0","0x0","0x20","static-array","","uint16_t",""
"map_block","1","0x136c","0x200","static-array","map_edge_distance","map_block::anon9","1 at walkable map edge; then +1 per 10 tiles it seems; 0 in dug tunnels"
"map_block::anon9","0","0x0","0x20","static-array","","uint16_t",""
"map_block","1","0x156c","0x200","static-array","temperature_1","map_block::anon10",""
"map_block::anon10","0","0x0","0x20","static-array","","uint16_t",""
"map_block","1","0x176c","0x200","static-array","temperature_2","map_block::anon11",""
"map_block::anon11","0","0x0","0x20","static-array","","uint16_t",""
"map_block","1","0x196c","0x200","static-array","unk13","map_block::anon12",""
"map_block::anon12","0","0x0","0x20","static-array","","uint16_t",""
"map_block","1","0x1b6c","0x200","static-array","liquid_flow","map_block::anon13",""
"map_block::anon13","0","0x0","0x20","static-array","","tile_liquid_flow",""
"map_block","1","0x1d6c","0x9","static-array","region_offset","uint8_t",""
"map_block_column","0","0x0","0xc3c","struct-type","map_block_column","",""
"map_block_column","1","0x0","0x2","int16_t","unk_0","",""
"map_block_column","1","0x2","0x2","int16_t","unk_2","",""
"map_block_column","1","0x4","0x2","int16_t","unk_4","",""
"map_block_column","1","0x8","0xc","stl-vector","unk_8","map_block_column::anon2*",""
"map_block_column::anon2","0","0x0","0x14","compound","","",""
"map_block_column::anon2","1","0x0","0x10","static-array","unk1","int16_t",""
"map_block_column::anon2","1","0x10","0x4","static-array","unk2","uint8_t",""
"map_block_column","1","0x14","0x2","int16_t","z_base","",""
"map_block_column","1","0x18","0xc00","static-array","cave_columns","map_block_column::anon3",""
"map_block_column::anon3","0","0x0","0xc0","static-array","","map_block_column::anon4",""
"map_block_column::anon4","0","0x0","0xc","df-linked-list","","cave_column_link",""
"map_block_column","1","0xc18","0xc","stl-vector","column_rectangles","padding*",""
"map_block_column","1","0xc24","0x2","int16_t","unk_c2c","",""
"map_block_column","1","0xc28","0x8","df-flagarray","flags","flag-bit",""
"map_block_column","1","0xc30","0x2","int16_t","tile_min_x","",""
"map_block_column","1","0xc32","0x2","int16_t","tile_min_y","",""
"map_block_column","1","0xc34","0x2","int16_t","unk_c3c","","uninitialized"
"map_block_column","1","0xc36","0x2","int16_t","unk_c3e","",""
"map_block_column","1","0xc38","0x2","int16_t","unk_c40","",""
"material","0","0x0","0x230","struct-type","material","",""
"material","1","0x0","0x17c","material_common","","",""
"material","1","0x17c","0x4","stl-string","prefix","",""
"material","1","0x180","0x94","static-array","food_mat_index","int32_t",""
"material","2","0x180","0x4","int32_t","food_mat_index[Meat]","","When valid, refers to itself."
"material","2","0x184","0x4","int32_t","food_mat_index[Fish]","","When valid, refers to itself."
"material","2","0x188","0x4","int32_t","food_mat_index[UnpreparedFish]","","When valid, refers to itself."
"material","2","0x18c","0x4","int32_t","food_mat_index[Eggs]","","When valid, refers to itself."
"material","2","0x190","0x4","int32_t","food_mat_index[Plants]","","When valid, refers to itself."
"material","2","0x194","0x4","int32_t","food_mat_index[PlantDrink]","","When valid, refers to itself."
"material","2","0x198","0x4","int32_t","food_mat_index[CreatureDrink]","","When valid, refers to itself."
"material","2","0x19c","0x4","int32_t","food_mat_index[PlantCheese]","","When valid, refers to itself."
"material","2","0x1a0","0x4","int32_t","food_mat_index[CreatureCheese]","","When valid, refers to itself."
"material","2","0x1a4","0x4","int32_t","food_mat_index[Seed]","","When valid, refers to itself."
"material","2","0x1a8","0x4","int32_t","food_mat_index[Leaf]","","When valid, refers to itself."
"material","2","0x1ac","0x4","int32_t","food_mat_index[PlantPowder]","","When valid, refers to itself."
"material","2","0x1b0","0x4","int32_t","food_mat_index[CreaturePowder]","","When valid, refers to itself."
"material","2","0x1b4","0x4","int32_t","food_mat_index[Glob]","","When valid, refers to itself."
"material","2","0x1b8","0x4","int32_t","food_mat_index[PlantLiquid]","","When valid, refers to itself."
"material","2","0x1bc","0x4","int32_t","food_mat_index[CreatureLiquid]","","When valid, refers to itself."
"material","2","0x1c0","0x4","int32_t","food_mat_index[MiscLiquid]","","When valid, refers to itself."
"material","2","0x1c4","0x4","int32_t","food_mat_index[Leather]","","When valid, refers to itself."
"material","2","0x1c8","0x4","int32_t","food_mat_index[Silk]","","When valid, refers to itself."
"material","2","0x1cc","0x4","int32_t","food_mat_index[PlantFiber]","","When valid, refers to itself."
"material","2","0x1d0","0x4","int32_t","food_mat_index[Bone]","","When valid, refers to itself."
"material","2","0x1d4","0x4","int32_t","food_mat_index[Shell]","","When valid, refers to itself."
"material","2","0x1d8","0x4","int32_t","food_mat_index[Wood]","","When valid, refers to itself."
"material","2","0x1dc","0x4","int32_t","food_mat_index[Horn]","","When valid, refers to itself."
"material","2","0x1e0","0x4","int32_t","food_mat_index[Pearl]","","When valid, refers to itself."
"material","2","0x1e4","0x4","int32_t","food_mat_index[Tooth]","","When valid, refers to itself."
"material","2","0x1e8","0x4","int32_t","food_mat_index[EdibleCheese]","","When valid, refers to itself."
"material","2","0x1ec","0x4","int32_t","food_mat_index[AnyDrink]","","When valid, refers to itself."
"material","2","0x1f0","0x4","int32_t","food_mat_index[EdiblePlant]","","When valid, refers to itself."
"material","2","0x1f4","0x4","int32_t","food_mat_index[CookableLiquid]","","When valid, refers to itself."
"material","2","0x1f8","0x4","int32_t","food_mat_index[CookablePowder]","","When valid, refers to itself."
"material","2","0x1fc","0x4","int32_t","food_mat_index[CookableSeed]","","When valid, refers to itself."
"material","2","0x200","0x4","int32_t","food_mat_index[CookableLeaf]","","When valid, refers to itself."
"material","2","0x204","0x4","int32_t","food_mat_index[Paste]","","When valid, refers to itself."
"material","2","0x208","0x4","int32_t","food_mat_index[Pressed]","","When valid, refers to itself."
"material","2","0x20c","0x4","int32_t","food_mat_index[Yarn]","","When valid, refers to itself."
"material","2","0x210","0x4","int32_t","food_mat_index[MetalThread]","","When valid, refers to itself."
"material","1","0x214","0x4","stl-string","powder_dye_str","","temporary"
"material","1","0x218","0x18","static-array","state_color_str","stl-string",""
"material","2","0x218","0x4","stl-string","state_color_str[Solid]","",""
"material","2","0x21c","0x4","stl-string","state_color_str[Liquid]","",""
"material","2","0x220","0x4","stl-string","state_color_str[Gas]","",""
"material","2","0x224","0x4","stl-string","state_color_str[Powder]","",""
"material","2","0x228","0x4","stl-string","state_color_str[Paste]","",""
"material","2","0x22c","0x4","stl-string","state_color_str[Pressed]","",""
"material_common","0","0x0","0x17c","struct-type","material_common","",""
"material_common","1","0x0","0x4","stl-string","id","",""
"material_common","1","0x4","0x4","stl-string","gem_name1","",""
"material_common","1","0x8","0x4","stl-string","gem_name2","",""
"material_common","1","0xc","0x4","stl-string","stone_name","",""
"material_common","1","0x10","0xe","compound","heat","",""
"material_common","2","0x10","0x2","uint16_t","heat.spec_heat","",""
"material_common","2","0x12","0x2","uint16_t","heat.heatdam_point","",""
"material_common","2","0x14","0x2","uint16_t","heat.colddam_point","",""
"material_common","2","0x16","0x2","uint16_t","heat.ignite_point","",""
"material_common","2","0x18","0x2","uint16_t","heat.melting_point","",""
"material_common","2","0x1a","0x2","uint16_t","heat.boiling_point","",""
"material_common","2","0x1c","0x2","uint16_t","heat.mat_fixed_temp","",""
"material_common","1","0x20","0x4","int32_t","solid_density","",""
"material_common","1","0x24","0x4","int32_t","liquid_density","",""
"material_common","1","0x28","0x4","int32_t","molar_mass","",""
"material_common","1","0x2c","0x18","static-array","state_color","int32_t",""
"material_common","2","0x2c","0x4","int32_t","state_color[Solid]","",""
"material_common","2","0x30","0x4","int32_t","state_color[Liquid]","",""
"material_common","2","0x34","0x4","int32_t","state_color[Gas]","",""
"material_common","2","0x38","0x4","int32_t","state_color[Powder]","",""
"material_common","2","0x3c","0x4","int32_t","state_color[Paste]","",""
"material_common","2","0x40","0x4","int32_t","state_color[Pressed]","",""
"material_common","1","0x44","0x18","static-array","state_name","stl-string",""
"material_common","2","0x44","0x4","stl-string","state_name[Solid]","",""
"material_common","2","0x48","0x4","stl-string","state_name[Liquid]","",""
"material_common","2","0x4c","0x4","stl-string","state_name[Gas]","",""
"material_common","2","0x50","0x4","stl-string","state_name[Powder]","",""
"material_common","2","0x54","0x4","stl-string","state_name[Paste]","",""
"material_common","2","0x58","0x4","stl-string","state_name[Pressed]","",""
"material_common","1","0x5c","0x18","static-array","state_adj","stl-string",""
"material_common","2","0x5c","0x4","stl-string","state_adj[Solid]","",""
"material_common","2","0x60","0x4","stl-string","state_adj[Liquid]","",""
"material_common","2","0x64","0x4","stl-string","state_adj[Gas]","",""
"material_common","2","0x68","0x4","stl-string","state_adj[Powder]","",""
"material_common","2","0x6c","0x4","stl-string","state_adj[Paste]","",""
"material_common","2","0x70","0x4","stl-string","state_adj[Pressed]","",""
"material_common","1","0x74","0x50","compound","strength","",""
"material_common","2","0x74","0x4","int32_t","strength.absorption","",""
"material_common","2","0x78","0x4","int32_t","strength.bending_yield","",""
"material_common","2","0x7c","0x4","int32_t","strength.shear_yield","",""
"material_common","2","0x80","0x4","int32_t","strength.torsion_yield","",""
"material_common","2","0x84","0x4","int32_t","strength.impact_yield","",""
"material_common","2","0x88","0x4","int32_t","strength.tensile_yield","",""
"material_common","2","0x8c","0x4","int32_t","strength.compressive_yield","",""
"material_common","2","0x90","0x4","int32_t","strength.bending_fracture","",""
"material_common","2","0x94","0x4","int32_t","strength.shear_fracture","",""
"material_common","2","0x98","0x4","int32_t","strength.torsion_fracture","",""
"material_common","2","0x9c","0x4","int32_t","strength.impact_fracture","",""
"material_common","2","0xa0","0x4","int32_t","strength.tensile_fracture","",""
"material_common","2","0xa4","0x4","int32_t","strength.compressive_fracture","",""
"material_common","2","0xa8","0x4","int32_t","strength.bending_strain_at_yield","",""
"material_common","2","0xac","0x4","int32_t","strength.shear_strain_at_yield","",""
"material_common","2","0xb0","0x4","int32_t","strength.torsion_strain_at_yield","",""
"material_common","2","0xb4","0x4","int32_t","strength.impact_strain_at_yield","",""
"material_common","2","0xb8","0x4","int32_t","strength.tensile_strain_at_yield","",""
"material_common","2","0xbc","0x4","int32_t","strength.compressive_strain_at_yield","",""
"material_common","2","0xc0","0x4","int32_t","strength.max_edge","",""
"material_common","1","0xc4","0x4","int32_t","material_value","",""
"material_common","1","0xc8","0x8","df-flagarray","flags","flag-bit",""
"material_common","1","0xd0","0x2","item_type","extract_storage","",""
"material_common","1","0xd2","0x2","item_type","butcher_special_type","",""
"material_common","1","0xd4","0x2","int16_t","butcher_special_subtype","",""
"material_common","1","0xd8","0xc","static-array","meat_name","stl-string",""
"material_common","1","0xe4","0x8","static-array","block_name","stl-string",""
"material_common","1","0xec","0x48","compound","reaction_product","",""
"material_common","2","0xec","0xc","stl-vector","reaction_product.id","stl-string*",""
"material_common","2","0xf8","0x18","material_vec_ref","reaction_product.material","",""
